ISO3,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
ZAF,3816,Place of delivery: Public sector,77.6,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PUB,83566010,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCPUB,,1998,DHS,2081,2113,,,
ZAF,334592,Place of delivery: Private sector,8,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PRV,83566020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCPRV,,1998,DHS,3072,3119,,,
ZAF,302262,Place of delivery: Private sector,8.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PRV,83566020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCPRV,,1998,DHS,4992,5066,,,
ZAF,3671,Place of delivery: Private sector,7.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PRV,83566020,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCPRV,,1998,DHS,2081,2113,,,
ZAF,334593,Place of delivery: At home,13.8,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_HOM,83566030,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCHOM,,1998,DHS,3072,3119,,,
ZAF,302263,Place of delivery: At home,14.3,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_HOM,83566030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCHOM,,1998,DHS,4992,5066,,,
ZAF,3672,Place of delivery: At home,13.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_HOM,83566030,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCHOM,,1998,DHS,2081,2113,,,
ZAF,334594,Place of delivery: Other,0.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_OTH,83566040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCOTH,,1998,DHS,3072,3119,,,
ZAF,302264,Place of delivery: Other,0.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_OTH,83566040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCOTH,,1998,DHS,4992,5066,,,
ZAF,3673,Place of delivery: Other,0.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_OTH,83566040,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCOTH,,1998,DHS,2081,2113,,,
ZAF,334595,Place of delivery: don't know or missing,1.6,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DKM,83566050,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDKM,,1998,DHS,3072,3119,,,
ZAF,302265,Place of delivery: don't know or missing,2.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DKM,83566050,S,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCDKM,,1998,DHS,4992,5066,,,
ZAF,3674,Place of delivery: don't know or missing,1.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DKM,83566050,S,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDKM,,1998,DHS,2081,2113,,,
ZAF,334591,Place of delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_TOT,83566060,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCTOT,,1998,DHS,3072,3119,,,
ZAF,302267,Place of delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_TOT,83566060,T,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCTOT,,1998,DHS,4992,5066,,,
ZAF,3817,Place of delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_TOT,83566060,T,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCTOT,,1998,DHS,2081,2113,,,
ZAF,334596,Place of delivery: Health facility,84.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDHF,,1998,DHS,3072,3119,,,
ZAF,302268,Place of delivery: Health facility,83.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCDHF,,1998,DHS,4992,5066,,,
ZAF,3675,Place of delivery: Health facility,85.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,83566070,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDHF,,1998,DHS,2081,2113,,,
ZAF,205512,Number of live births (or stillbirths) in the last two (or three/five) years,3072,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_NUM,83566080,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCNUM,,1998,DHS,,3119,,,
ZAF,387438,Number of live births (or stillbirths) in the last two (or three/five) years,4992,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_NUM,83566080,D,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCNUM,,1998,DHS,,5066,,,
ZAF,15543,Number of live births (or stillbirths) in the last two (or three/five) years,2081,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_NUM,83566080,D,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCNUM,,1998,DHS,,2113,,,
ZAF,334602,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),3119,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_UNW,83566090,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCUNW,,1998,DHS,3072,,,,
ZAF,31685,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),5066,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_UNW,83566090,U,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCUNW,,1998,DHS,4992,,,,
ZAF,399374,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),2113,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_UNW,83566090,U,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCUNW,,1998,DHS,2081,,,,
ZAF,508217,Assistance during delivery: Doctor,29.3,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_DOC,83606010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACDOC,,1998,DHS,3072,3119,,,
ZAF,413496,Assistance during delivery: Doctor,30,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_DOC,83606010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACDOC,,1998,DHS,4992,5066,,,
ZAF,15526,Assistance during delivery: Doctor,28.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_DOC,83606010,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACDOC,,1998,DHS,2081,2113,,,
ZAF,508216,Assistance during delivery: Nurse/midwife,56.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NRS,83606020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNRS,,1998,DHS,3072,3119,,,
ZAF,413492,Assistance during delivery: Nurse/midwife,54.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NRS,83606020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACNRS,,1998,DHS,4992,5066,,,
ZAF,15523,Assistance during delivery: Nurse/midwife,58.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NRS,83606020,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACNRS,,1998,DHS,2081,2113,,,
ZAF,508218,Assistance during delivery: Traditional birth attendant,1.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_TBA,83606060,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACTBA,,1998,DHS,3072,3119,,,
ZAF,413498,Assistance during delivery: Traditional birth attendant,1.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_TBA,83606060,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACTBA,,1998,DHS,4992,5066,,,
ZAF,15527,Assistance during delivery: Traditional birth attendant,1.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_TBA,83606060,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACTBA,,1998,DHS,2081,2113,,,
ZAF,508214,Assistance during delivery: Relative or other,9.9,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_REL,83606070,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACREL,,1998,DHS,3072,3119,,,
ZAF,413490,Assistance during delivery: Relative or other,10.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_REL,83606070,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACREL,,1998,DHS,4992,5066,,,
ZAF,15524,Assistance during delivery: Relative or other,9.7,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_REL,83606070,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACREL,,1998,DHS,2081,2113,,,
ZAF,508219,Assistance during delivery: No one,2.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NON,83606080,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNON,,1998,DHS,3072,3119,,,
ZAF,413499,Assistance during delivery: No one,2.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NON,83606080,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACNON,,1998,DHS,4992,5066,,,
ZAF,15528,Assistance during delivery: No one,1.8,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NON,83606080,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACNON,,1998,DHS,2081,2113,,,
ZAF,508215,Assistance during delivery: don't know or missing,1.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_DKM,83606090,S,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACDKM,,1998,DHS,3072,3119,,,
ZAF,413491,Assistance during delivery: don't know or missing,1.7,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_DKM,83606090,S,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACDKM,,1998,DHS,4992,5066,,,
ZAF,15525,Assistance during delivery: don't know or missing,0.9,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_DKM,83606090,S,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACDKM,,1998,DHS,2081,2113,,,
ZAF,508220,Assistance during delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACTOT,,1998,DHS,3072,3119,,,
ZAF,413493,Assistance during delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACTOT,,1998,DHS,4992,5066,,,
ZAF,15520,Assistance during delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_TOT,83606100,T,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACTOT,,1998,DHS,2081,2113,,,
ZAF,508221,Assistance during delivery from a skilled provider,85.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACSKP,,1998,DHS,3072,3119,,,
ZAF,413494,Assistance during delivery from a skilled provider,84.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACSKP,,1998,DHS,4992,5066,,,
ZAF,15521,Assistance during delivery from a skilled provider,86.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_SKP,83606110,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACSKP,,1998,DHS,2081,2113,,,
ZAF,508222,Delivery by cesarean section,15.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_CSC,83606120,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACCSC,,1998,DHS,3072,3119,,,
ZAF,413495,Delivery by cesarean section,15.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_CSC,83606120,I,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACCSC,,1998,DHS,4992,5066,,,
ZAF,15522,Delivery by cesarean section,15.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_CSC,83606120,I,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACCSC,,1998,DHS,2081,2113,,,
ZAF,521104,Number of live births (or stillbirths) in the last two (or three/five) years,3072,0,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACNUM,,1998,DHS,,3119,,,
ZAF,387443,Number of live births (or stillbirths) in the last two (or three/five) years,4992,0,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACNUM,,1998,DHS,,5066,,,
ZAF,15519,Number of live births (or stillbirths) in the last two (or three/five) years,2081,0,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_NUM,83606130,D,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACNUM,,1998,DHS,,2113,,,
ZAF,395187,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),3119,0,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELACUNW,,1998,DHS,3072,,,,
ZAF,25921,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),5066,0,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELACUNW,,1998,DHS,4992,,,,
ZAF,205906,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),2113,0,ZA,South Africa,1998,ZA1998DHS,RH_DELA_C_UNW,83606140,U,1000,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELACUNW,,1998,DHS,2081,,,,
ZAF,598577,Children with symptoms of ARI,21.9,1,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_ARI,93966010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCARI,,1998,DHS,2912,2958,,,
ZAF,397915,Children with symptoms of ARI,19.3,1,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_ARI,93966010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCARI,,1998,DHS,4740,4797,,,
ZAF,598578,Number of children born in the last five (or three) years,2912,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_NUM,93966020,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCNUM,,1998,DHS,,2958,,,
ZAF,384931,Number of children born in the last five (or three) years,4740,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_NUM,93966020,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCNUM,,1998,DHS,,4797,,,
ZAF,139860,Number of children born in the last five (or three) years (unweighted),2958,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_UNW,93966030,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCUNW,,1998,DHS,2912,,,,
ZAF,26068,Number of children born in the last five (or three) years (unweighted),4797,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_UNW,93966030,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCUNW,,1998,DHS,4740,,,,
ZAF,450750,Children with ARI for whom advice or treatment was sought,81.9,1,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_ADV,93966040,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCADV,,1998,DHS,637,607,,,
ZAF,665172,Children with ARI for whom advice or treatment was sought,78.2,1,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_ADV,93966040,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCADV,,1998,DHS,913,862,,,
ZAF,457030,Number of children with symptoms of ARI born in the last five (or three) years,637,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_NM2,93966060,D,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCNM2,,1998,DHS,,607,,,
ZAF,658945,Number of children with symptoms of ARI born in the last five (or three) years,913,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_NM2,93966060,D,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCNM2,,1998,DHS,,862,,,
ZAF,320333,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),607,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_UN2,93966070,U,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHARISCUN2,,1998,DHS,637,,,,
ZAF,32724,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),862,0,ZA,South Africa,1998,ZA1998DHS,CH_ARIS_C_UN2,93966070,U,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHARISCUN2,,1998,DHS,913,,,,
ZAF,15037,Treatment of diarrhea: Advice or treatment was sought,62.1,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_ADV,94096010,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCADV,,1998,DHS,508,523,,,
ZAF,607611,Treatment of diarrhea: Advice or treatment was sought,60.6,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_ADV,94096010,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCADV,,1998,DHS,627,634,,,
ZAF,15031,Treatment of diarrhea: Oral rehydration solution (ORS),52.7,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_ORS,94096020,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCORS,,1998,DHS,508,523,,,
ZAF,607606,Treatment of diarrhea: Oral rehydration solution (ORS),51.2,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_ORS,94096020,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCORS,,1998,DHS,627,634,,,
ZAF,15032,Treatment of diarrhea: Recommended home fluids (RHF) at home,70.6,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_RHF,94096030,I,1000,0,Total,Total,14000,Three years preceding the survey,1,0,CHDIATCRHF,,1998,DHS,508,523,,,
ZAF,607607,Treatment of diarrhea: Recommended home fluids (RHF) at home,68.6,1,ZA,South Africa,1998,ZA1998DHS,CH_DIAT_C_RHF,94096030,I,1000,0,Total,Total,14001,Five years preceding the survey,1,1,CHDIATCRHF,,1998,DHS,627,634,,,
